"#","Institution Name","City","State","Latitude","Longitude"
"1013","Forstbotanischer Garten Eberswalde","Eberswalde","","52.8480","13.8368"
"1014","Botanischer Garten der Universitat Erlangen - Nurnberg","Erlangen","","49.6032","11.0304"
"1015","Grugapark und Botanischer Garten der Stadt Essen","Essen","","51.4396","6.9795"
"1016","Universitaet GH Essen","Essen","","51.4292","7.0019"
"1017","Botanischer Garten Frankfurt am Main","Frankfurt","","50.123","8.658"
"1018","Palmengarten der Stadt Frankfurt am Main","Frankfurt am Main","","50.1236","8.6628"
"1019","Wissenschaftsgarten der Goethe Universität","Frankfurt/Main","","50.10","8.37"
"1020","Arboretum Freiburg-Günterstal","Freiburg","","48.0103","7.8865"
"1021","Botanischer Garten der Universität Freiburg","Freiburg","","48.0103","7.8865"
"1022","Sichtungsgarten Weihenstephan","Freising","","48.3898","11.6960"
"1023","Zentralinstitut fur Genetik","Gatersleben","","51.8152","11.2940"
"1024","Forschungsanstalt Geisenheim am Rhein","Geisenheim","","50.0361","7.9375"
"1025","Museum fuer Naturkunde Botanischer Garten","Gera","","50.8803","12.0812"
"1026","Botanischer Garten der Justus-Liebig Universität Giessen","Giessen","","50.3510","8.4041"
"1027","Botanischer Garten der Universitat Gottingen","Gottingen","","51.5326","9.9344"
"1028","Forstbotanischer Garten und Arboretum","Gottingen","","51.5663","9.9845"
"1029","Neuer Botanischer Garten der Universität Göttingen","Göttingen","","51.5663","9.9845"
"1030","Botanischer Garten des Nationalparkes Bayrischer Wald","Grafenau","","51.5216","14.3470"
"1031","Botanischer Garten Ernst-Moritz-Arndt-Universitat","Greifswald","","54.0842","13.3717"
"1032","Botanischer Garten der Martin-Luther-Universitat","Halle/saale","","50.5866","8.6756"
"1033","Arboretum Lohbruegge der Bundesanstalt","Hamburg","","53.5058","10.1893"
"1034","Biozentrum Klein Flottbek und Botanischer Garten","Hamburg","","53.5581","9.8433"
"1035","Botanischer Sondergarten","Hamburg","","53.5895","10.0991"
"1036","Botanischer Schulgarten Burg Schulbiologiezentrum","Hannover","","52.4060","9.6623"
"1037","Herrenhaeuser Gaerten","Hannover","","52.4060","9.6623"
"1038","Tieraeztliche Hochschule, Der Westfalenhof","Hannover","","52.3621","9.8374"
"1039","Hessische Landesanstalt fuer Forsteinrichtung Waldforschung und Waldoekologie","Hannoversch Munden","","51.4143","9.6508"
"1040","Botanischer Garten der Universität Heidelberg","Heidelberg","","49.4166","8.6666"
"1041","Botanischer Garten der tadt Hof im Stadtpark Theresienstein","Hof","","50.3246","11.9372"
"1042","Blumeninsel Mainau GmbH","Insel Mainau","","47.7278","9.1450"
"1043","Botanischer Garten der Friedrich-Schiller-Universitaet","Jena","","50.9496","11.5838"
"1044","Botanischer Garten der Universitat Karlsruhe (TH)","Karlsruhe","","49.0080","8.4037"
"1045","Botanischer Garten der Stadt Kassel","Kassel","","51.3001","9.4756"
"1046","Gesamthochschule Kassel Lehr- und Versuchsanlagen Botanik","Kassel","","51.2848","9.4073"
"1047","Botanischer Garten der Universitat Kiel","Kiel","Schleswig-Holstein","54.3413","10.1176"
"1048","Die Flora, der Botanische Garten Köln","Koeln","NRW","50.9887","6.9605"
"1049","Forstbotanischer Garten - Stadt Koeln","Koeln","","50.8833","6.9990"
"1050","Botanischer Garten der Universitat Konstanz","Konstanz","","51.5216","14.3470"
"1051","Botanischer Garten der Stadt Krefeld","Krefeld","","51.3291","6.6464"
"1052","Botanischer Garten der Universitat Leipzig","Leipzig","","51.3313","12.3919"
"1053","Arktisch-Alpiner Pflanzengarten","Leisnig","","51.1765","12.9355"
"1054","Gruson-Gewaechshaeuser Magdeburg Exotische Pflanzensammlung","Magdeburg","","52.1167","11.6387"
"1055","Botanischer Garten der Johannes Gutenberg-Universität Mainz","Mainz","","49.9951","8.2674"
"1056","Stadtpark Mannheim GmbH","Mannheim","","49.4801","8.4897"
"1057","Botanischer Garten der Philipps-Universität Marburg","Marburg","","50.4818","8.4816"
"1058","Botanischer Garten der Stadt","Moenchengladbach","","51.1941","6.4334"
"1059","Botanischer Garten Verein ""Hochchulstandort Muehlhausen""e. V.","Muehlhausen","","51.2127","10.4503"
"1060","Botanischer Garten der Westfaelischen Wilhelms Universitaet","Muenster","NRW","51.9647","7.6097"
"1061","Alpengarten auf dem Schachen","München","","48.1578","11.5053"
"1062","Hessische Landesanstalt fur Forsteinrichtung","Munden","","51.4212","9.6549"
"1063","Botanischer Garten München-Nymphenburg","Munich","Bavaria","48.1391","11.5802"
"1064","Botanischer Garten fue Gebirgsflora","Oberhof","","50.6872","10.7390"
"1065","Botanischer Garten fur Arznei-und-Gewurpflanzen","Oberholz","","51.2572","12.4707"
"1066","Botanischer Garten der Carl von Ossietzky-Universitat Oldenburg","Oldenburg","","53.1528","8.2083"
"1067","Botanischer Garten der Universitat Osnabruck","Osnabrueck","","52.2672","8.0531"
"1068","Botanischer Garten der Universitat Osnabruck- Seed Bank","Osnabrueck","","52.280932","8.028457"
"1069","Alpengarten Pforzheim","Pforzheim-wurm","","48.8737","8.7412"
"1070","Botanischer Garten der Universitat Potsdam","Potsdam","","52.3969","13.0586"
"1071","Botanischer Versuchs- und Lehrgarten","Regensburg","","48.9892","12.1035"
"1072","Genbank Bayern Arche","Regensburg","","48.993686","12.092975"
"1073","Botanic Garden of Rostock University","Rostock","","54.0901","12.1329"
"1074","Botanischer Garten der Universitaet des Saarlandes","Saarbrucken","","49.2500","7.0333"
"1075","Europa - Rosarium der Stadt Sangerhausen","Sangerhausen","","51.4751","11.2923"
"1076","Botanischer Garten","Schellerau","","50.7583","13.6443"
"1077","Institiut fuer zeitgemaesse Physiotherapie","Selm","","51.6882","7.4789"
"1078","Botanischer Garten der Stadt Solingen","Solingen","","51.2005","7.0785"
"1079","Arboretum der Nieders. Forstl. Versuchsanstalt","Staufenberg","","51.3436","9.6617"
"1080","Botanischer Garten der Universitat","Stuttgart","","48.7771","9.1807"
"1081","Zoologisch-Botanischer Garten Wilhelma","Stuttgart","","51.5216","14.3470"
"1082","Hohenheimer Gärten","Stuttgart-Hohenheim","Baden-Württemberg","48.7140","9.2161"
"1083","Forstbotanischer Garten der Technischen Universitaet Dresden","Tharandt","","50.9809","13.5841"
"1084","Botanischer Garten der Universitat Tubingen","Tubingen","","48.5498","9.0423"
"1085","Botanischer Garten der Universität Ulm","Ulm","","48.3996","9.9966"
"1086","Schau- und Sichtungsgarten","Weinheim","","49.5521","8.6657"
"1087","Brockengarden","Wernigerode","","51.8514","10.7830"
"1088","Botanischer Garten der Stadt Wilhelmshaven","Wilhelmshaven","","53.5388","8.1420"
"1089","Gewachshaus fur tropische Nutzpflanzen","Witzenhausen","","51.3394","9.8564"
"1090","Staatliche Schlosser und Garten Worlitz","Worlitz","","51.8428","12.4185"
"1091","Botanischer Garten der Stadt Wuppertal","Wuppertal","","51.2641","7.1562"
"1092","Botanischer Garten der Universität Würzburg","Würzburg","","49.7942","9.9274"
"1093","Aburi Botanic Gardens","Aburi","","5.8469","-0.1755"
"1094","Legon Botanical Gardens","Accra","Accra","5.5447","-0.2065"
"1095","Bunso Arboretum","Bunso","","6.2815","-0.4655"
"1096","Cape Coast University Botanic Garden","Cape Coast","","5.1043","-1.2543"
"1097","Kwame Nkrumah University of Science & Technology, Kumasi","Kumasi","","6.6986","-1.6243"
"1098","Ghana Permaculture Institute","Techiman","","7.6672215","-1.8589535"
"1099","Gibraltar Botanic Gardens","Gibraltar","","36.1449","-5.3532"
"1100","The Apollon - Delphi Botanic Garden","Amfissa PO: 33054","Delphi","38.525667","22.391718"
"1101","Botanic Garden of the National and Kapodistrian University of Athens","Athens","","37.9894","23.7444"
"1102","Botanic Garden of the National and Kapodistrian University of Athens SEED BANK","Athens","","37.9894","23.7444"
"1103","Hippocrates Botanical Garden in Markopoulo of APIVITA & APIGEA","Athens","","37.8821687","23.9256182"
"1104","Ioulia & Alexandros N. Diomidis Botanical Garden","Athens","","37.9894","23.7444"
"1105","Julia & Alexander N. Diomides Botanic Garden- Seed Bank","Athens","","37.9894","23.7444"
"1106","National Garden Athens","Athens","","37.9894","23.7444"
"1107","National Garden- Seed Bank","Athens","","37.967756","23.777153"
"1108","Philodassiki Botanic Garden","Athens","","37.9924","23.7378"
"1109","Cephalonia Botanica","Cephalonia","","38.178162","20.48808"
"1110","Park for the Preservation of Flora and Fauna","Chania","Crete","35.5090","24.0253"
"1111","The Mediterranean Agronomic Institute of Chania","Chania","Crete","35.5090","24.0253"
"1112","The Mediterranean Agronomic Institute of Chania- Seed Bank","Chania","Crete","35.494127","24.048661"
"1113","Botanical Garden of the Aegean","Chios Island","","38.3755288","25.7168018"
"1114","Hippocrates Botanical Garden of Kos","Kos","Athens","36.87439","27.26673"
"1115","Hippocrates Botanic Garden of Lemnos, Department of Food Science and Nutrition, University of the Ae","Myrina","Lemnos","39.085037","26.568975"
"1116","Zelios Gardens","Nafpaktos","Aitoloakarnania","38.3873264","21.6117662"
"1117","Botanic Garden of Stavroupoli","Thessaloniki","","40.6398","22.9322"
"1118","Forest Botanic Garden","Thessaloniki","","40.6398","22.9322"
"1119","The Balkan Botanic Garden at Kroussia  Mountains","Thessaloniki","","40.6398","22.9322"
"1120","The Balkan Botanic Garden at Kroussia Mountains- Seed Bank","Thessaloniki","","40.6398","22.9322"
"1121","Issittup Naasui","Sisimiut","","66.9347461","-53.6812885"
"1122","Botanic Gardens of Grenada","ST GEORGE'S","","12.0539","-61.7486"
"1123","Jardin Botanique","Basse-terre","","15.9985","-61.7220"
"1124","Jardin Exotique du Fort Napoleon","Terre De Haut","","15.8666","-61.5833"
"1125","Jardin Botanico Nacional","Ciudad de Guatemala","","15.7834","-90.2307"
"1126","Jardín Botánico CECON-USAC","Guatemala","Guatemala","14.614392","-90.5158542"
"1127","Fundacion Defensores de la Naturaleza","Guatemala City","","14.5955096","-90.5253548"
"1128","Jardín Botánico CECON-USAC","Guatemala City","","14.6247","-90.5328"
"1129","Camayenne Botanic Garden","Conakry","","9.53012","-13.68616"
"1130","Georgetown Botanical Gardens","Georgetown","","6.7921","-58.1684"
"1131","Iwokrama International Centre for Rainforest Conservation and Development","Georgetown","","6.8111055","-58.1662884"
"1132","Botanical Garden Cayes","Les Cayes","","18.9711","-72.2852"
"1133","Jardin Botanique National d'Haiti","Port au Prince","","18.54239","-72.3433593"
"1134","The Katherine Dunham Botanic Garden","Port-au-prince","","18.5392","-72.3287"
"1135","Biblioteca Wilson Popenoe","F. Morazan","","15.3269","-87.6013"
"1136","Blue Harbour Tropical Arboretum","Isias de la Bahia","","15.5198897","-88.0555296"
"1137","Zamorano Botanical Garden","San Antonio de Oriente","Francisco Morazan","14.011152","-87.013253"
"1138","Jardin Botanico Municipal Perez Estrada","San Pedro Sula","","15.5036","-88.0046"
"1139","Escuela Agricola Panamericana","Tegucigalpa","","14.0839155","-87.205376"
"1140","Lancetilla Botanic Garden & Research Center","Tela","","15.7748","-87.4568"
"1141","Alcsúti Arboretum","Alcsútdoboz","","47.423333","18.598333"
"1142","Folly Arboretum and Winery","Badacsonyors","","46.8091523","17.5413632"
"1143","Budakeszi Botanic and Recreation Garden","Budapest","","47.5255416","18.8680543"
"1144","Budapest Zoo & Botanical Garden","Budapest","","47.5101","19.0936"
"1145","Corvinus Egyetem, Budai Arboretum","Budapest","","47.4763","19.0224"
"1146","Dept. of Bot. & Soroksar Botanic Garden","Budapest","","47.4763","19.0224"
"1147","Eötvös Loránd University Botanic Garden","Budapest","","47.5000","19.0833"
"1148","Fõvárosi Állat- és Növénykert","Budapest","","47.5000","19.1666"
"1149","Diószegi Sámuel Botanic Garden","Debrecen","","47.5533","21.6224"
"1150","University of Debrecen, Botanic Garden(Hortus Botanicus Universitatis Debreceniensis, Hungaria)","Debrecen","","47.5299","21.6360"
"1151","Pannonhalmi Foapátság Arborétum","Pannonhalma","","47.5522289","17.7597224"
"1152","Pécsi Tudományegyetem, Botanikus Kert","Pécs","","46.0759","18.2047"
"1153","Arboretum of Sárvár","Sárvár","","47.2524","16.9375"
"1154","Nyugat-Magyarországi Egyetem, Botanikus Kert","Sopron","","47.6848","16.5830"
"1155","Botanical Garden of Szeged University","Szeged","","46.9615","20.1961"
"1156","Hungarian Academy of Sciences - Botanic Garden","Vacratot","","47.7108","19.2351"
"1157","National Botanic Garden of Vacratot","Vacratot","","47.7093965","19.2313569"
"1158","National Botanic Garden of Vacratot-Seed Bank","Vacratot","","47.7093965","19.2313569"
"1159","Lystigardur Akureyrar","Akureyri","","65.6838","-18.1104"
"1160","Skrúður","Núpur","","65.928636","-23.573391"
"1161","Hortus Botanicus Reykjavikensis","Reykjavik","","64.1353","-21.8952"
"1162","Peermade Development Society","","Kerala","9.5747911","76.9981329"
"1163","Botanical Garden Agra College","Agra","","27.1777","78.0093"
"1164","Gujarat University USSC Botanic Garden","Ahmedabad","","23.0395","72.5660"
"1165","Sarabhai Foundation Botanic Gardens","Ahmedabad","","23.0395","72.5660"
"1166","Aligarh Muslim University Botanic Garden","Aligarh","","27.8938","78.0681"
"1167","Experimental Garden","Allahabad","","25.4429","81.8284"
"1168","Kulbhaskar Ashram Post Graduate Botanic Garden","Allahabad","","25.4429","81.8284"
"1169","Roxburgh Botanic Garden","Allahabad","","25.4429","81.8284"
"1170","Surya Kunj","Almora","","27.2073","78.0143"
"1171","Botanical Garden Guru Nanak Dev University","Amritsar","Punjab","31.6308","74.8715"
"1172","Botanic Garden","Anand","","22.5608","72.9547"
"1173","Marathwada University Botanic Garden","Aurangabad","","19.8853","75.3196"
"1174","Auroville Botanical Gardens","Auroville","Tamil Nadu","12.0052","79.8102"
"1175","Foundation for Revitalisation of Local Health Traditions (FRLHT)","Bangalore","Karnataka","12.9716","77.5943"
"1176","Indian Institute of Horticultural Research","Bangalore","","12.9716","77.5943"
"1177","Lalbagh Botanical Garden","Bangalore","","12.9716","77.5943"
"1178","Sri Chamarajendra Park","Bangalore","","12.9716","77.5943"
"1179","The Botanical Garden Gandhi Krishi Vignana Kendra","Bangalore","","12.9716","77.5943"
"1180","State Botanical Garden","Barang","","20.4345","85.8432"
"1181","Jawahar Kunj Garden","Barrackpore","","22.7708","88.4795"
"1182","Bhagalpur University Botanical Garden","BHAGALPUR","BIHAR","25.1426","86.5653"
"1183","Botanical Garden, Bihar Agricultural College","Bhagalpur","","25.2400","86.9845"
"1184","Harji-Van Botanic Garden And Park","Bhavnagar","Gujarat","21.549791","72.012953"
"1185","Bhel Garden Complex","Bhel","","17.4946","78.2998"
"1186","Regional Plant Resources Centre Bhubaneswar","Bhubaneswar","Orissa","20.2635","85.8351"
"1187","Utkal University Botanic Garden","Bhubaneswar","","20.2635","85.8351"
"1188","Magadh University Botanical Garden","Bodh Gaya","","24.7000","84.9833"
"1189","Ravindra Bharti University Department of Botany and Botanic Garden","Bolpur","","23.6624","87.7041"
"1190","Burdwan University Botanic Garden","Burdwan","","23.2324","87.8637"
"1191","Eden Gardens","Calcutta","","22.5726","88.3638"
"1192","Experimental cum Botanic Garden","Calcutta","","22.5726","88.3638"
"1193","The Agri-Horticultural Society of India","Calcutta","","22.5726","88.3638"
"1194","Calicut University Botanical Garden","Calicut","","11.2554","75.7812"
"1195","Panjab University Botanical Garden","Chandigarh","Punjab","30.7377","76.7844"
"1196","Government Gardens","Chaubattia","","29.6115","79.4576"
"1197","C.G. Vishwavidhalaya Department of Botany & Botanic Garden","Chitrakut","","25.1651","80.8346"
"1198","Coimbatore Zoological Park Society","Coimbatore","Tamil Nadu","11.1000","76.7500"
"1199","Institute of Forest Genetics & Tree Breeding","Coimbatore","Tamil Nadu","11.0048","76.9698"
"1200","University Botanic Garden","Coimbatore","Tamil Nadu","11.0052","76.9707"
"1201","Botanic Garden of Bidhan Chandra Krishi Viswavidyalaya","Cooch Behar","","26.3208","89.4633"
"1202","Narendra Narayan Park","Cooch Behar","","26.3208","89.4633"
"1203","Sim's Park Coonoor","Coonoor","","11.3483","76.7936"
"1204","Darjeeling Botanic Garden","Darjeeling","","27.0399","88.2636"
"1205","Lloyd Botanic Garden","Darjeeling","","27.0399","88.2636"
"1206","Padmaja Naidu Himalayan Zoological Park","Darjeeling","","27.0399","88.2636"
"1207","Botanical Garden, Forest Research Institute and College","Dehra Dun","","30.3335","78.0477"
"1208","Experimental Gardens Dehra Dun","Dehra Dun","","30.3335","78.0477"
"1209","Botanical Garden Delhi University","Delhi","","28.6353","77.2249"
"1210","Botanical Garden NBPGR","Delhi","","28.6353","77.2249"
"1211","Botany Garden","Dharwad","","15.4603","74.9976"
"1212","Karnatak University Botanical Garden","Dharwad","Karnataka","15.4603","74.9976"
"1213","Forestry Arboretum","Dhaulakuan","","28.5979","77.1587"
"1214","Athreya Research Foundation","Ernakulam","Kerala","10.0801","76.3553"
"1215","Rhododendron Arboretum","Gangtok","","27.3291","88.6169"
"1216","Dept. of Botany & Botanic Garden","Guwahati","","26.1843","91.7515"
"1217","Jiwaji University Charak Garden","Gwalior","Madhya Pradesh","26.2240","78.1807"
"1218","Acharya Jagadish Chandra Bose Indian Botanic Garden","Howrah","West Bengal","22.6507","88.2658"
